playerID,name,rating,gamesWon,gamesPlayed,winPercentage
2383,"Uscinerado",925,0,1,0
2427,"Zach_",925,1,3,25
2438,"applesauce",925,1,3,25
2439,"Kin",925,1,3,25
2440,"Ang_XD",925,1,3,25
2448,"Malyrizu",925,1,3,25
2478,"Slashar",925,0,1,0
2480,"Eno",925,0,1,0
2483,"AjetlaggedRoe",925,0,1,0
2485,"MoaiMaea",925,0,1,0
2489,"MrMonocle",925,0,1,0
2496,"Jeff",925,0,1,0
2499,"User72_",925,0,1,0
2548,"Windjigo",925,0,1,0
1165,"T.E.G",925,7,15,44
2534,"dragoking100",925,1,5,17
1269,"kimchi ninja",925,1,3,25
2193,"NonBinaryRobot",924,4,12,31
471,"Luck",923,2,7,25
2167,"Askz12345",922,1,3,25
2430,"trovincea",922,2,6,29
2374,"16bit___",921,2,6,29
1075,"Yeet my Feet",919,4,12,31
2329,"WashaFire",918,1,5,17
2339,"Tac",916,0,2,0
2554,"Im gonna pee your pants",914,0,2,0
1227,"Jumble",914,3,9,30
827,"haipy",913,2,6,29
716,"Chimser",913,3,8,33
358,"JollyBiggerFoot",912,3,8,33
1077,"Esperesso",912,35,67,51
585,"Gaum",912,0,2,0
468,"Antrakasus",912,1,3,25
1381,"Hyper",911,7,18,37
852,"2Tyred2Sleep",911,0,2,0
2555,"PortalGD",909,0,2,0
1934,"Ramzasaurus",908,4,10,36
1660,"Librarian of the stars",907,2,6,29
1415,"Aorping",906,2,6,29
1140,"DeltaRoot",906,0,2,0
2092,"Jesus H. Christ",906,3,12,23
516,"Xeno",906,0,2,0
1608,"Hgw01",906,3,9,30
2169,"Mortalbacteria",906,1,5,17
165,"meatcube",906,3,10,27
1176,"Globchik",905,3,8,33
1886,"peron",905,0,2,0
2558,"Kankri",904,0,2,0
1315,"Flooberkdood",904,0,2,0
2338,"boxit",903,0,2,0
2359,"Thehyperactive1",903,0,2,0
2003,"Vek010",903,4,14,27
288,"Keluna",902,1,4,20
879,"dithyrambic",902,2,6,29
424,"Kaboozz",902,1,3,25
2196,"Karabasc",902,1,5,17
561,"sato0ushi",901,3,7,38
1283,"HollowGobbo",901,5,13,36
1146,"Newsfromafarr",901,1,4,20
2559,"reapertheangel",900,0,2,0
584,"Justvoun",899,4,11,42
2361,"Geno",899,0,2,0
463,"Awesome#6122",899,1,4,20
803,"bored223",897,1,4,20
494,"Zully",897,84,136,61
2366,"logic",897,0,2,0
1702,"Froz3nhashbrown",897,2,6,29
582,"Woozy",897,1,4,20
1114,"Junior",897,14,28,48
946,"dahperson",897,0,2,0
2205,"ilodino2000",896,0,2,0
2142,"longhaul913",896,0,2,0
448,"Snickish",896,7,23,29
1012,"lilithpad",895,2,6,29
2243,"Las Kerfuffle",895,0,2,0
1060,"ThyLocalCrusader",893,0,2,0
2389,"StarFounder",893,1,5,17
2286,"Mush",893,0,2,0
328,"Six",893,3,8,33
947,"GrayCapedHero",892,0,2,0
2239,"thanksgiving michael",892,0,2,0
2287,"null",892,0,2,0
819,"soup",891,2,6,29
2226,"Lnorfy",891,3,11,25
943,"Settemio",890,2,6,29
2562,"Ocefen",890,0,2,0
2549,"Ajtheboi",890,0,2,0
1078,"Bingus",889,0,2,0
725,"Windyboiii",889,5,16,29
626,"Novak",888,0,2,0
2393,"Yune_YuneDX",888,4,13,29
2176,"AFKO",887,0,2,0
889,"GodofGrunts",886,0,2,0
1116,"anyit",886,1,4,20
922,"Logunstiuos",886,0,2,0
1113,"Caleb",886,1,5,17
1186,"kiyo",885,3,10,27
1881,"20$ VBucks Card",884,1,4,20
2002,"AlanMcTshirt",884,2,6,29
2365,"Kang0",884,0,2,0
890,"Meepan",884,0,2,0
2311,"ZaMfy.",883,1,4,20
1065,"FirTreeMan",883,1,5,17
1661,"MrCreations",883,1,4,20
2058,"WinterBucket",882,3,12,23
2542,"Unatheja",882,0,2,0
1110,"Midway",882,1,4,20
530,"Le perv",882,4,9,50
1618,"Palerite",882,1,4,20
706,"Shadow",881,0,2,0
1135,"Giruemieh",881,0,2,0
1447,"The Fool",881,7,17,39
1909,"fyoot",880,3,8,33
994,"OwO696",880,1,4,40
2337,"noEcho15",880,0,2,0
1334,"ToniTonio",880,3,9,30
891,"Broom",880,0,2,0
2138,"Nikotoo",879,0,2,0
2317,"ZeroNebula",879,0,2,0
172,"BtmTier",879,3,8,33
1016,"Tomski-",879,0,2,0
1901,"ADumbWeeb",878,2,7,25
923,"RedwoodRogue",878,0,2,0
724,"Swgsz",878,0,2,0
188,"Bel",878,2,7,38
708,"Brookewyrm",878,5,16,29
2560,"dazanlo",878,0,2,0
849,"Rock Cobbler",878,0,2,0
2259,"Pyroman",878,0,2,0
927,"Ash'n Amber",877,0,2,0
13,"Tap.Water",877,12,23,50
1845,"Spirit",877,1,4,20
2343,"EMR",877,0,2,0
458,"Shuffles",877,1,4,20
920,"Torta",877,0,2,0
1274,"BoneHairReptile",876,6,13,43
2215,"Epicjeong",876,1,5,17
690,"Holedar1234",875,0,2,0
2181,"SinnerTokioGhuul",875,2,6,29
1128,"bbmkastan",875,0,2,0
1342,"TriplDentGum",874,3,9,30
2362,"Red",874,0,2,0
813,"Jisp",874,2,8,22
2536,"foe",873,0,2,0
775,"Xeon2474",873,0,2,0
2255,"Sooty_V1",873,0,2,0
701,"snon",873,2,6,29
1059,"NesliK",873,0,2,0
1278,"Senpai_D",873,5,13,36
570,"Taskrabbits",873,1,4,20
2373,"GoldRush",872,0,2,0
415,"DvlUp",872,1,5,17
1427,"JuniperBerries",871,1,4,20
736,"GodOfBasic",871,4,11,33
1141,"Xalthir",871,0,2,0
1722,"Fish",870,1,4,20
1408,"GreenGust5",870,2,6,29
2341,"Kyto",870,0,2,0
2358,"Noobiestnoob40",870,0,2,0
886,"Molamola79",870,0,2,0
507,"Двоичный код",869,1,5,17
429,"Mrmental",869,0,2,0
650,"Mommy's Boy",868,0,3,0
410,"Daimuzu",866,3,10,27
887,"Dida",865,0,2,0
2314,"Subtle",864,0,2,0
2488,"Place",863,0,2,0
1017,"Late2Sleep",863,0,2,0
2391,"mxd",863,0,2,0
1277,"Vinistriker",863,1,4,20
2308,"Reaver",863,0,2,0
1302,"Dandy",862,0,2,0
373,"bokuwinner7",862,0,2,0
2088,"koi",862,0,2,0
2127,"existereOracle",862,0,2,0
776,"Usotomi",862,0,2,0
2112,"AlkaAlka",862,1,4,20
661,"Lyth1k",862,0,2,0
282,"Leaky Sponge",861,0,2,0
1163,"Wiewiór03",861,5,15,31
1287,"Temi",861,1,4,20
1724,"Bald Baby",861,2,8,22
924,"ShowMaster",861,0,2,0
656,"Sancho_tEm",860,2,7,25
1229,"Zink DF",859,0,2,0
1130,"EmmaTheGiant",858,0,2,0
825,"Sharpy",858,1,4,20
1289,"L_Bot",858,1,4,20
578,"ColeTheWeirdo#1331",858,0,2,0
1292,"Merigano",857,1,4,20
2306,"Nujabes_TC",856,0,2,0
2029,"NinjaLobster",856,1,5,17
540,"Squcisse",856,1,4,20
1222,"spacetime",856,1,4,20
2188,"bungtheshikigami",856,1,5,17
257,"RossMellow#6787",856,0,2,0
1641,"yKenpai",855,0,2,0
1846,"Daddy Shlong Legs",855,1,4,20
1949,"antek12pogromca",855,1,4,20
363,"arc",855,1,5,33
1459,"Apollyon",855,1,4,20
673,"Harg",854,0,2,0
2537,"SPARK BOMB STEVE",854,0,3,0
1376,"Mars",854,1,4,20
936,"Seven_Sprockets",854,0,2,0
349,"Smithveller",853,1,5,17
1316,"Nico0822",853,1,4,20
681,"Asukii",853,0,2,0
1155,"WaddleDee",853,24,64,37
36,"Nalu",852,2,8,22
1061,"Yobo",852,0,2,0
527,"Yurrie",851,3,11,25
562,"OtakuSim13",851,0,2,0
2004,"Byonyx",851,5,14,33
851,"Alzek",851,0,2,0
630,"Leaderkilla",851,0,2,0
370,"MiNGLE",850,0,2,0
2110,"ChuckV107",850,0,2,0
64,"Mr_Goon",850,0,2,0
66,"maramori",850,0,2,0
67,"JayMehKay",850,0,2,0
68,"Sirracha",850,0,2,0
69,"SmokeySmokey",850,0,2,0
73,"Qilyn",850,0,2,0
74,"ljstuff",850,0,2,0
75,"jayming",850,0,2,0
76,"Femboy",850,0,2,0
78,"SuiteSuit",850,0,2,0
79,"Danafall",850,0,2,0
81,"KuroUsagi",850,0,2,0
82,"MrTipins",850,0,2,0
144,"pluto",850,0,2,0
164,"Orange Juice",850,0,2,0
175,"onyiceeater",850,1,4,20
177,"Cryo",850,1,4,20
187,"keizo",850,1,4,20
322,"Treesson",850,0,2,0
323,"Goombafire",850,0,2,0
336,"Tril",850,0,2,0
337,"ZetaKE",850,0,2,0
364,"Slep",850,0,2,0
371,"Swift",850,0,2,0
413,"ARMORUP",850,0,2,0
430,"CNS",850,0,2,0
432,"Chriss",850,0,2,0
433,"Kabirbobcone",850,0,2,0
456,"User 194500508503769088",850,0,2,0
459,"Salti",850,0,2,0
478,"Toms",850,0,2,0
497,"jodo",850,0,2,0
514,"OlegoAVTOmustang",850,0,2,0
534,"DreamBig",850,0,2,0
564,"Kailater",850,0,2,0
572,"BruhMonkey",850,0,2,0
579,"Techon",850,0,2,0
617,"Brxken",850,0,2,0
627,"NC10",850,0,2,0
629,"Panda?",850,0,2,0
658,"TheMajesticJamie",850,0,2,0
677,"Turturu",850,0,2,0
682,"enderam123",850,0,2,0
687,"Marselo",850,0,2,0
688,"VYELENT",850,0,2,0
691,"Silva",850,0,2,0
710,"Troco",850,0,2,0
714,"SuperS0ul",850,0,2,0
732,"temodoki",850,1,4,20
734,"Kieon",850,0,2,0
735,"grungus",850,0,2,0
738,"PrimalDrifter",850,0,2,0
747,"CoconutRanger",850,0,2,0
748,"Lots of Lol",850,0,2,0
754,"bakedbread",850,0,2,0
760,"drsooz#3292",850,0,2,0
761,"GelloMello",850,0,2,0
762,"solvé",850,0,2,0
770,"GIDDYMADMAN (Sticky)",850,0,2,0
773,"DJCJ14",850,0,2,0
774,"Zombie",850,0,2,0
790,"WorstWizard",850,0,2,0
802,"Frubulhus",850,0,2,0
836,"Clade",850,0,2,0
837,"JM_",850,0,2,0
839,"Lagomorph",850,0,2,0
841,"Peaks",850,0,2,0
843,"Exhibits",850,0,2,0
844,"Quaesan",850,0,2,0
845,"TurtleBoy",850,0,2,0
848,"GixxersCove",850,0,2,0
884,"icetv",850,0,2,0
885,"Greycakes",850,0,2,0
894,"vanillaDISK",850,0,2,0
895,"CrispyCthulhu",850,0,2,0
919,"Monke",850,0,2,0
925,"Aeonian",850,0,2,0
935,"King of all behemoths",850,0,2,0
945,"Snak",850,0,2,0
948,"Loafus",850,0,2,0
967,"Wavylion",850,0,2,0
969,"glÜt",850,0,2,0
972,"gampyre",850,0,2,0
989,"Gabiberpol",850,0,2,0
990,"Cabester",850,0,2,0
992,"_Pugtato_",850,0,2,0
995,"4u",850,0,2,0
1025,"Fluxx7856",850,0,2,0
1051,"Epoch",850,0,2,0
1055,"TheDoginator",850,0,2,0
1066,"Джейкоб",850,0,2,0
1067,"Nyaria1029",850,0,2,0
1100,"Xovier",850,0,2,0
1102,"beeswick",850,0,2,0
1108,"Flaredesel",850,0,2,0
1122,"JELIJE",850,0,2,0
1129,"Smog",850,0,2,0
1139,"Mr_Frumply",850,0,2,0
1206,"x86Cow",850,0,2,0
1208,"Seth_Starstorm",850,0,2,0
1211,"cleggysipad",850,0,2,0
1212,"Fixit+",850,0,2,0
1214,"Luceblock",850,0,2,0
1217,"Cakemix123",850,0,2,0
1218,"4D",850,0,2,0
1219,"thee_coolarrow",850,0,2,0
1220,"abdul Salam",850,0,2,0
1221,"CRUST1",850,0,2,0
1225,"No Name",850,0,2,0
1226,"midget muncher",850,0,2,0
1228,"kcajlscool",850,0,2,0
1230,"DootMeHarder",850,0,2,0
1231,"Faer",850,0,2,0
1232,"Riley.loxton",850,0,2,0
1282,"Romanfuneral",850,1,4,20
1300,"Mr.Meme",850,0,2,0
1304,"WoodenTwig",850,0,2,0
1305,"wrpen",850,0,2,0
1307,"Joycon boy",850,0,2,0
1310,"Rag",850,0,2,0
1312,"botelhudex",850,0,2,0
1609,"Psychologemelone44",850,0,2,0
1620,"DEEZ NUTS! (Got'em)",850,0,2,0
1633,"Massive Cash Injection",850,0,2,0
1644,"armykitten",850,0,2,0
1665,"testlab",850,0,2,0
1674,"Lader",850,0,2,0
1676,"Qonus",850,0,2,0
1678,"Hydrangea",850,0,2,0
1689,"petrovi_chan",850,0,2,0
1734,"BondageKat",850,0,2,0
1742,"Adrian",850,0,2,0
1895,"Otani",850,1,4,20
1903,"Vullanoid",850,0,2,0
1965,"ImperiousCorpse",850,0,2,0
1967,"Wise Monk's Quote",850,0,2,0
1968,"Space1",850,0,2,0
1969,"FangIsBitingYou",850,0,2,0
1971,"NotSmartAmber",850,0,2,0
1972,"Xurthless",850,0,2,0
1973,"datbigboyyyy",850,0,2,0
1975,"DragonRoyal#2964",850,0,2,0
1976,"knifeshodHaven",850,0,2,0
1977,"FoxxoTV",850,0,2,0
2027,"paptut",850,0,2,0
2028,"hellogaming9107",850,0,2,0
2030,"ArtificialF",850,0,2,0
2031,"Bies",850,0,2,0
2032,"LxL_egacy",850,0,2,0
2034,"Rad",850,0,2,0
2035,"Cringeboy69420",850,0,2,0
2036,"ningapotato",850,0,2,0
2037,"liche",850,0,2,0
2039,"eggiethesecond",850,0,2,0
2041,"Depresso",850,0,2,0
2042,"Dark",850,0,2,0
2076,"kip",850,0,2,0
2079,"seabass",850,0,2,0
2087,"Transparentdino",850,0,2,0
2093,"tarcrat",850,0,2,0
2141,"DishSoap",850,0,2,0
2151,"FENIX HUNTER",850,0,2,0
2155,"Lux Kasandora",850,0,2,0
2156,"-Ohokk0-",850,0,2,0
2157,"offbrand",850,0,2,0
2173,"Tybpxbzn",850,0,2,0
2174,"vxRamZ",850,0,2,0
2175,"BeanToaster",850,0,2,0
2225,"TalentlessMoon",850,0,2,0
2230,"Hinawasss",850,0,2,0
2278,"Zonespace",850,0,2,0
2279,"aiden45",850,0,2,0
2295,"Casey_9",850,0,2,0
2296,"Urchin_fungus78",850,0,2,0
2307,"loudbraindude",850,0,2,0
2313,"kuchinohanabi",850,0,2,0
2315,"Fifth",850,0,2,0
2316,"DerpyBoi",850,0,2,0
2326,"C0medySk1ttle",850,0,2,0
2352,"SkolesDuck",850,0,2,0
2372,"FoxPerson",850,0,2,0
2377,"Neverye",850,0,2,0
2400,"sageyhaze",850,0,2,0
2401,"Greenfox",850,0,2,0
2468,"Still Ch1ll",850,0,2,0
2469,"GionaGiona",850,0,2,0
2470,"Zeeb",850,0,2,0
2471,"DiFf",850,0,2,0
2472,"Seraphimhead",850,0,2,0
2473,"Boxed",850,0,2,0
2474,"jhorge",850,0,2,0
2475,"Fishy",850,0,2,0
2476,"Cringe",850,0,2,0
2477,"BottledMango",850,0,2,0
2479,"Mended",850,0,2,0
2481,"sipperzipper",850,0,2,0
2484,"HOTshotDOM",850,0,2,0
2486,"luckymallard",850,0,2,0
2487,"fart",850,0,2,0
2490,"Endorian1215",850,0,2,0
2491,"Arvenus",850,0,2,0
2492,"Nah",850,0,2,0
2493,"Yoglord Supreme",850,0,2,0
2494,"dotWavve",850,0,2,0
2497,"Doggo",850,0,2,0
2498,"Nooooooah820",850,0,2,0
2500,"SenorClatticus",850,0,2,0
2532,"SampleText",850,0,2,0
2546,"umbreon721",850,0,2,0
541,"ClawNeedleKnife",850,14,34,40
2304,"curlyfries",848,1,5,17
111,"Contaminate",848,3,9,30
1136,"Spagooter Intruder",847,3,11,25
2379,"Llampaca",843,6,18,32
2346,"mandjata",842,2,12,15
466,"WaterproofTurtle",842,1,5,17
2320,"Heavensong",842,3,10,27
623,"Glitch",841,2,7,25
2324,"LizardMaestro52",841,0,3,0
1723,"olistepsforward",840,5,15,31
480,"Falight",840,1,5,17
205,"ParadoxPrism",839,1,5,33
850,"OTTOMAT1C",838,0,3,0
1387,"Druhu",836,2,8,22
502,"anree",836,2,8,22
184,"GamerTower",835,1,5,17
335,"Justsomejollyguy",834,1,5,17
151,"CordysGarden",834,0,3,0
2231,"Scooba",833,0,3,0
1058,"Foolish",830,1,5,17
1677,"Smelvin Fumblebottom",830,1,5,17
1624,"d3dmanwalking",829,1,5,17
198,"Absorbeur",828,0,3,0
1637,"Femboy Icho",827,1,5,17
167,"Galateen",826,1,6,14
179,"Xamora",825,2,7,25
1437,"flameweel",825,2,8,22
2194,"cyn",825,3,10,27
751,"KnifeDagger",823,1,5,17
711,"morv",822,1,6,14
991,"ghotiphoti",820,1,5,17
1117,"MrShifty",819,1,5,17
1007,"Brooje",818,25,65,38
1430,"Sparky1j",818,3,11,25
2012,"Sundayy",817,1,5,17
354,"SlySanti760",816,1,6,14
423,"Prenkor",814,1,5,17
1659,"Kirby the King of Pans",812,1,6,14
225,"davidpuralocura",811,107,212,50
464,"GROOCHY",809,1,5,17
2390,"Crxr68",809,1,7,13
608,"shugarry",809,0,3,0
905,"Maus",808,16,48,33
412,"Dragonking",807,0,3,0
1308,"CoolvinIce",806,1,5,17
2382,"Wonky",806,1,5,17
1395,"MarginalShip4",805,1,5,17
2299,"__cut__",804,0,4,0
2495,"shrimple48",803,0,4,0
372,"Patricia's Cute Boy",803,0,3,0
470,"Cibu",803,1,5,17
2261,"AlanStryman",800,1,7,13
2065,"valentLne",798,1,5,17
602,"Popckow",798,0,3,0
2367,"Paper_Hustler",798,0,4,0
840,"McCoy",797,0,4,0
41,"Fardin",797,1,5,17
679,"neonannihilator2",795,0,3,0
1615,"HoofHeroo",795,6,16,35
868,"RADU",794,0,3,0
1233,"Arthur",794,0,3,0
199,"ThiZ",793,1,6,14
1234,"Rapisap",793,1,6,14
2309,"MenuMinyu",793,0,4,0
651,"Emeraldym",790,0,4,0
1979,"Kimbow231",790,1,5,17
1883,"GhostRider",789,0,3,0
1948,"Arotio",788,3,10,27
553,"Skeledoot?",787,0,3,0
1390,"oliwier7778",787,2,8,22
513,"Kerg",787,0,3,0
2021,"Cris_Blu",787,1,5,17
1185,"Prasky",786,1,5,17
1099,"pigeon",786,0,4,0
835,"Quothe",785,1,5,17
1107,"ShunnedSage",784,0,4,0
408,"Noise",782,0,3,0
1713,"Spnsurus",781,1,6,14
2322,"zahariur",781,2,15,13
799,"Illojuaner",779,0,3,0
71,"shadostriker",779,0,3,0
715,"Sampsa",779,1,5,17
2150,"Mr Rice",778,1,6,14
793,"RyeBread",777,0,4,0
1175,"SAUL GOODMAN",777,1,7,13
1311,"HauntedHamHat",777,0,3,0
2119,"G1hadi",776,0,3,0
1239,"CainAlex",776,0,3,0
1691,"Hardy3000",775,1,6,14
77,"Jomm",775,0,3,0
369,"Betterthananoob",775,0,3,0
662,"Emmalee",775,1,5,17
1210,"poorjonesy",775,0,3,0
1216,"VerryBerryMan",775,0,3,0
1597,"floofdroid",775,0,3,0
1599,"NexoGen",775,0,3,0
1743,"Yupp1",775,0,3,0
1871,"The Arrowpoint Dragon",775,0,3,0
1880,"Lucky7Accord",775,0,3,0
1887,"MicMat",775,0,3,0
1999,"KolyaOlesov",775,1,5,17
2019,"radialhex",775,1,5,17
2094,"Sunnyyyy",775,0,3,0
1303,"ray",772,1,6,14
1980,"BurpyIsCool",772,2,12,15
2305,"Joklow",771,0,5,0
2166,"Aotoo",770,2,12,15
788,"AlanMcTshirt",769,0,4,0
2040,"whydoieven",768,0,4,0
2482,"Blais",768,0,4,0
726,"EggHam",767,0,4,0
847,"theetyseagull#6948",767,0,4,0
366,"Usefuln't",766,1,6,14
2351,"GrimmShadow64",765,0,4,0
1237,"Killersharkxd1",763,2,9,30
2111,"tiggerthani",758,1,8,11
550,"Drifter",757,3,13,21
2277,"OneHitTalon",757,0,4,0
547,"Tumb",755,0,4,0
588,"Randome",754,0,4,0
201,"qoah#5395",752,0,4,0
20,"Jenny Death",752,1,6,14
359,"gee",752,1,8,11
1299,"BeeSCI",751,0,4,0
2187,"Puu Onmawinky",749,0,4,0
2152,"noblish",747,0,4,0
2375,"Whoter",747,0,4,0
1301,"umuhukumakiaki'aialunamor",747,0,4,0
2139,"Tuwerp",746,0,4,0
2344,"Loafinator",746,0,4,0
1858,"aisaacc",745,16,35,44
1111,"Ob_beta",744,1,7,13
1133,"5ape",743,0,4,0
904,"SirBarnett",743,1,8,11
1154,"swurli",742,3,17,17
908,"cjw2099",742,29,88,33
1380,"OmanΩ",741,4,14,27
2345,"Raccoon Lord",741,3,19,15
575,"Goober",740,2,9,20
1607,"arcaneTempest1",737,1,7,13
1015,"Correx",737,0,4,0
1604,"5390845",736,0,4,0
2376,"CottonCob",734,1,9,10
348,"Markelius",730,2,10,18
1238,"DukeVaul",730,1,6,14
1035,"Emma Kisst",728,0,5,0
2300,"Ashley",726,0,4,0
1681,"NSA",724,0,5,0
993,"i_starving",724,0,4,0
2090,"Reader641",720,1,12,8
479,"Smimbo",720,1,9,10
586,"Al_Chimera",718,5,19,25
888,"CyberArk_Dragon",717,2,9,20
203,"uwo",714,0,5,0
1595,"Scythe",714,0,4,0
789,"bubbles",713,1,9,10
678,"Maximo59",712,0,5,0
204,"antman",711,0,4,0
1728,"Nicky-Wicky",709,0,4,0
339,"Trickster0913",708,0,4,0
2229,"MrMurple",708,1,9,10
1645,"FunnyRobotMain",707,1,7,13
1873,"DrwnedAbyss",704,0,5,0
332,"Nev",699,0,5,0
1974,"Pigeon",698,2,18,11
655,"The_Humbugg",698,0,6,0
2398,"makrofagi",697,0,6,0
2124,"Ultima_Pilot",695,2,11,17
200,"SheepishRot",695,0,5,0
973,"Bennettiscool9",693,0,5,0
1726,"Razin",692,0,5,0
616,"AlexKwa",691,0,6,0
1052,"KatsuLK",689,2,10,18
1912,"LosttDestiny",688,0,5,0
1215,"KrystalClouds",686,5,17,28
202,"cattom",676,0,5,0
563,"Kintac",666,0,6,0
515,"Cysfit",660,0,8,0
792,"Mikasi",659,3,16,18
1710,"Ueta",658,0,5,0
394,"wahooman",657,2,11,17
251,"Flipside",656,3,16,18
2018,"UnstableStrafe",652,2,12,15
1720,"SaiRex",651,0,5,0
1904,"Grim",651,1,9,10
365,"GG_DEs",634,0,7,0
2153,"STAR",627,0,5,0
838,"SmortCaveman",616,1,13,7
375,"Lushtakular",615,0,8,0
2033,"JulianXL",608,0,6,0
2077,"Radace",588,0,7,0
1275,"Koopa",586,6,17,33
2378,"PicardPlayz",586,0,10,0
1890,"Esa",580,7,36,19
1044,"Shibe.exe",577,4,26,15
733,"big crazy",567,2,16,12
1894,"EuEth",557,0,7,0
659,"Awesome",537,1,15,6
842,"Verfego",514,2,17,11
334,"Animated cake",507,4,28,14
676,"Azrael",478,4,23,17
1622,"GOOP",457,4,26,15